mut	method	top	rep	AB|CD	AC|BD	BC|AD
2X	CASTER-site	AB|CD	1	129.409	101.566	72.8827
2X	CASTER-site	AB|CD	2	116.31	100.14	92.2417
2X	CASTER-site	AB|CD	3	124.79	99.8704	87.811
2X	CASTER-site	AB|CD	4	111.343	106.307	78.8478
2X	CASTER-site	AB|CD	5	125.732	83.1299	84.6319
2X	CASTER-site	AB|CD	6	119.351	86.5871	82.2514
2X	CASTER-site	AB|CD	7	120.238	98.9481	72.1379
2X	CASTER-site	AB|CD	8	119.558	88.8907	64.5932
2X	CASTER-site	AB|CD	9	125.723	101.361	72.6616
2X	CASTER-site	AB|CD	10	127.867	102.958	84.1731
2X	CASTER-site	AB|CD	11	139.99	97.1422	77.8448
2X	CASTER-site	AB|CD	12	123.917	88.7298	78.0231
2X	CASTER-site	AB|CD	13	131.536	89.7005	87.9464
2X	CASTER-site	AB|CD	14	133.014	88.9343	80.1683
2X	CASTER-site	AB|CD	15	124.595	85.8072	84.9086
2X	CASTER-site	AB|CD	16	122.307	91.1255	88.8016
2X	CASTER-site	AB|CD	17	117.239	91.4615	78.7932
2X	CASTER-site	AB|CD	18	128.401	86.385	73.7937
2X	CASTER-site	AB|CD	19	126.134	87.9074	83.3852
2X	CASTER-site	AB|CD	20	121.172	89.9054	82.1044
2X	CASTER-site	AB|CD	21	133.859	93.464	79.4006
2X	CASTER-site	AB|CD	22	126.554	86.7468	67.8003
2X	CASTER-site	AB|CD	23	116.62	94.9914	97.8454
2X	CASTER-site	AB|CD	24	124.783	84.5056	75.7235
2X	CASTER-site	AB|CD	25	133.002	88.2405	81.253
2X	CASTER-site	AB|CD	26	126.309	88.3223	78.2461
2X	CASTER-site	AB|CD	27	125.084	97.3122	82.3693
2X	CASTER-site	AB|CD	28	132.597	88.7676	79.7669
2X	CASTER-site	AB|CD	29	116.882	89.4297	79.8186
2X	CASTER-site	AB|CD	30	129.774	96.0162	83.6354
2X	CASTER-site	AB|CD	31	121.497	99.313	77.2653
2X	CASTER-site	AB|CD	32	129.203	91.2765	78.18
2X	CASTER-site	AB|CD	33	133.84	79.096	81.1209
2X	CASTER-site	AB|CD	34	124.576	97.0137	90.0289
2X	CASTER-site	AB|CD	35	128.014	98.2561	87.334
2X	CASTER-site	AB|CD	36	127.092	84.2573	82.875
2X	CASTER-site	AB|CD	37	126.596	82.8135	68.0467
2X	CASTER-site	AB|CD	38	126.4	92.566	82.6402
2X	CASTER-site	AB|CD	39	128.454	103.781	74.8715
2X	CASTER-site	AB|CD	40	126.902	93.487	89.0916
2X	CASTER-site	AB|CD	41	126.164	87.1999	84.0434
2X	CASTER-site	AB|CD	42	128.96	87.6244	89.5467
2X	CASTER-site	AB|CD	43	116.599	88.7284	83.8351
2X	CASTER-site	AB|CD	44	133.941	99.9822	86.4931
2X	CASTER-site	AB|CD	45	126.043	92.9213	75.098
2X	CASTER-site	AB|CD	46	119.849	91.7889	83.2122
2X	CASTER-site	AB|CD	47	116.487	95.8149	81.9117
2X	CASTER-site	AB|CD	48	121.628	91.5917	73.6111
2X	CASTER-site	AB|CD	49	116.705	81.686	83.6913
2X	CASTER-site	AB|CD	50	127.334	85.2253	72.6398
2X	CASTER-site	AB|CD	51	128.698	98.0614	79.2091
2X	CASTER-site	AB|CD	52	133.776	91.7734	77.4656
2X	CASTER-site	AB|CD	53	123.698	96.1298	79.6011
2X	CASTER-site	AB|CD	54	126.948	94.3957	74.2846
2X	CASTER-site	AB|CD	55	122.22	86.8099	77.3074
2X	CASTER-site	AB|CD	56	126.307	97.7311	77.8154
2X	CASTER-site	AB|CD	57	122.372	99.8285	79.5401
2X	CASTER-site	AB|CD	58	119.457	92.3842	73.3107
2X	CASTER-site	AB|CD	59	127.254	98.4257	82.9236
2X	CASTER-site	AB|CD	60	121.02	90.2949	80.203
2X	CASTER-site	AB|CD	61	132.925	91.7824	85.1597
2X	CASTER-site	AB|CD	62	136.209	95.346	81.3327
2X	CASTER-site	AB|CD	63	123.513	94.9953	84.8434
2X	CASTER-site	AB|CD	64	130.428	102.854	72.9063
2X	CASTER-site	AB|CD	65	134.869	92.851	75.1613
2X	CASTER-site	AB|CD	66	128.061	85.6307	82.6296
2X	CASTER-site	AB|CD	67	119.256	100.098	77.5248
2X	CASTER-site	AB|CD	68	129.58	97.8682	80.1899
2X	CASTER-site	AB|CD	69	123.767	90.2025	79.1947
2X	CASTER-site	AB|CD	70	131.986	95.7061	80.1889
2X	CASTER-site	AB|CD	71	122.229	94.1851	70.1395
2X	CASTER-site	AB|CD	72	128.488	94.8615	76.1814
2X	CASTER-site	AB|CD	73	123.38	89.2917	88.5793
2X	CASTER-site	AB|CD	74	127.628	81.25	80.6659
2X	CASTER-site	AB|CD	75	132.196	83.5313	91.4929
2X	CASTER-site	AB|CD	76	128.247	89.8528	78.7319
2X	CASTER-site	AB|CD	77	126.732	87.2187	87.2539
2X	CASTER-site	AB|CD	78	124.666	94.6282	76.5143
2X	CASTER-site	AB|CD	79	121.082	89.4241	77.1232
2X	CASTER-site	AB|CD	80	126.617	89.6949	78.5219
2X	CASTER-site	AB|CD	81	128.24	93.7259	69.9354
2X	CASTER-site	AB|CD	82	124.244	95.0808	87.1685
2X	CASTER-site	AB|CD	83	132.401	84.5943	66.4304
2X	CASTER-site	AB|CD	84	131.017	95.2091	90.6025
2X	CASTER-site	AB|CD	85	129.124	101.972	89.4824
2X	CASTER-site	AB|CD	86	123.22	94.7441	91.8316
2X	CASTER-site	AB|CD	87	129.012	86.9867	76.6502
2X	CASTER-site	AB|CD	88	127.277	95.0102	81.8409
2X	CASTER-site	AB|CD	89	127.225	90.3068	81.2545
2X	CASTER-site	AB|CD	90	128.345	91.2304	77.5832
2X	CASTER-site	AB|CD	91	119.379	96.6786	87.3689
2X	CASTER-site	AB|CD	92	122.121	89.0022	93.9246
2X	CASTER-site	AB|CD	93	121.624	88.9247	79.4258
2X	CASTER-site	AB|CD	94	127.154	94.1018	94.0194
2X	CASTER-site	AB|CD	95	129.752	98.0622	78.0145
2X	CASTER-site	AB|CD	96	127.354	88.7756	68.3394
2X	CASTER-site	AB|CD	97	129.563	87.0707	66.23
2X	CASTER-site	AB|CD	98	115.344	83.0455	82.2628
2X	CASTER-site	AB|CD	99	126.524	91.4065	87.1952
2X	CASTER-site	AB|CD	100	132.454	92.8278	82.3688
2X	CASTER-site	AC|BD	1	89.3361	116.578	72.368
2X	CASTER-site	AC|BD	2	93.2949	129.784	78.7976
2X	CASTER-site	AC|BD	3	89.4017	123.114	87.0893
2X	CASTER-site	AC|BD	4	91.3855	126.519	77.9813
2X	CASTER-site	AC|BD	5	93.5705	136.522	84.4259
2X	CASTER-site	AC|BD	6	82.53	125.789	89.0514
2X	CASTER-site	AC|BD	7	100.667	119.741	82.354
2X	CASTER-site	AC|BD	8	95.7163	120.753	75.0651
2X	CASTER-site	AC|BD	9	95.7775	122.352	87.0767
2X	CASTER-site	AC|BD	10	85.9871	119.445	82.6566
2X	CASTER-site	AC|BD	11	94.0232	122.949	92.3081
2X	CASTER-site	AC|BD	12	94.0807	126.883	85.2024
2X	CASTER-site	AC|BD	13	95.3585	124.031	82.8709
2X	CASTER-site	AC|BD	14	102.056	130.813	71.6305
2X	CASTER-site	AC|BD	15	96.4833	120.645	81.5389
2X	CASTER-site	AC|BD	16	98.6905	121.542	79.4574
2X	CASTER-site	AC|BD	17	93.0506	127.359	73.7808
2X	CASTER-site	AC|BD	18	102.38	123.75	82.1412
2X	CASTER-site	AC|BD	19	92.9361	123.765	88.3009
2X	CASTER-site	AC|BD	20	86.246	132.125	77.3653
2X	CASTER-site	AC|BD	21	92.7406	126.613	92.5258
2X	CASTER-site	AC|BD	22	94.771	126.695	75.5867
2X	CASTER-site	AC|BD	23	94.6685	132.222	78.9262
2X	CASTER-site	AC|BD	24	91.0039	123.737	84.0616
2X	CASTER-site	AC|BD	25	87.5774	113.649	70.0073
2X	CASTER-site	AC|BD	26	98.7217	119.758	71.3937
2X	CASTER-site	AC|BD	27	88.1648	123.785	84.0705
2X	CASTER-site	AC|BD	28	95.3163	129.574	82.3744
2X	CASTER-site	AC|BD	29	94.4755	128.104	71.3722
2X	CASTER-site	AC|BD	30	90.1862	132.063	73.4051
2X	CASTER-site	AC|BD	31	91.672	127.162	85.6868
2X	CASTER-site	AC|BD	32	86.3975	125.411	81.62
2X	CASTER-site	AC|BD	33	94.3455	117.701	91.7021
2X	CASTER-site	AC|BD	34	91.4148	125.923	69.5681
2X	CASTER-site	AC|BD	35	96.3864	126.426	88.1223
2X	CASTER-site	AC|BD	36	94.5063	118.77	90.9798
2X	CASTER-site	AC|BD	37	91.3151	119.673	72.7628
2X	CASTER-site	AC|BD	38	91.8126	118.566	75.6896
2X	CASTER-site	AC|BD	39	93.118	125.888	81.9928
2X	CASTER-site	AC|BD	40	93.3072	114.475	80.193
2X	CASTER-site	AC|BD	41	90.7031	125.204	91.0844
2X	CASTER-site	AC|BD	42	93.521	127.848	84.0369
2X	CASTER-site	AC|BD	43	96.0287	111.271	78.296
2X	CASTER-site	AC|BD	44	95.7202	120.648	86.339
2X	CASTER-site	AC|BD	45	88.8186	117.403	76.1543
2X	CASTER-site	AC|BD	46	88.1661	129.257	73.7258
2X	CASTER-site	AC|BD	47	87.8582	128.284	72.1813
2X	CASTER-site	AC|BD	48	94.6116	128.866	83.6464
2X	CASTER-site	AC|BD	49	96.3571	123.317	75.5683
2X	CASTER-site	AC|BD	50	94.233	118.819	76.6576
2X	CASTER-site	AC|BD	51	95.7653	123.956	78.364
2X	CASTER-site	AC|BD	52	85.8687	127.522	69.9671
2X	CASTER-site	AC|BD	53	89.777	132.006	75.2399
2X	CASTER-site	AC|BD	54	92.7472	124.108	68.0954
2X	CASTER-site	AC|BD	55	96.3892	130.226	82.4763
2X	CASTER-site	AC|BD	56	91.5288	113.181	77.3767
2X	CASTER-site	AC|BD	57	91.2572	120.839	96.4262
2X	CASTER-site	AC|BD	58	93.6811	118.675	86.9243
2X	CASTER-site	AC|BD	59	92.8339	131.246	75.4967
2X	CASTER-site	AC|BD	60	95.3853	115.19	81.422
2X	CASTER-site	AC|BD	61	88.9197	118.134	88.6694
2X	CASTER-site	AC|BD	62	96.5549	123.646	73.7933
2X	CASTER-site	AC|BD	63	100.799	123.941	83.4293
2X	CASTER-site	AC|BD	64	89.9026	128.445	76.434
2X	CASTER-site	AC|BD	65	90.5153	129.176	85.6934
2X	CASTER-site	AC|BD	66	99.6373	127.412	81.9398
2X	CASTER-site	AC|BD	67	89.6843	126.87	75.3696
2X	CASTER-site	AC|BD	68	96.1479	129.857	67.8071
2X	CASTER-site	AC|BD	69	89.4915	130.71	76.9172
2X	CASTER-site	AC|BD	70	91.3475	130.97	80.4158
2X	CASTER-site	AC|BD	71	98.3421	125.707	77.6367
2X	CASTER-site	AC|BD	72	96.3411	114.198	81.1029
2X	CASTER-site	AC|BD	73	88.6383	120.307	80.241
2X	CASTER-site	AC|BD	74	104.014	131.02	83.027
2X	CASTER-site	AC|BD	75	92.699	129.403	81.8216
2X	CASTER-site	AC|BD	76	87.7189	128.639	79.219
2X	CASTER-site	AC|BD	77	92.1456	116.636	85.4016
2X	CASTER-site	AC|BD	78	100.373	121.113	83.0397
2X	CASTER-site	AC|BD	79	91.8919	124.949	89.4403
2X	CASTER-site	AC|BD	80	97.3713	122.527	73.7636
2X	CASTER-site	AC|BD	81	88.4833	127.975	84.5227
2X	CASTER-site	AC|BD	82	102.062	127.957	82.6296
2X	CASTER-site	AC|BD	83	90.7021	125.549	75.9767
2X	CASTER-site	AC|BD	84	99.3197	128.879	86.7245
2X	CASTER-site	AC|BD	85	89.609	126.767	86.6699
2X	CASTER-site	AC|BD	86	92.5359	125.56	80.2906
2X	CASTER-site	AC|BD	87	85.4011	125.002	69.123
2X	CASTER-site	AC|BD	88	91.1579	120.106	71.9427
2X	CASTER-site	AC|BD	89	96.8969	127.307	77.2396
2X	CASTER-site	AC|BD	90	98.4803	122.454	88.327
2X	CASTER-site	AC|BD	91	94.5631	118.521	77.229
2X	CASTER-site	AC|BD	92	92.1518	122.575	79.1654
2X	CASTER-site	AC|BD	93	96.6991	129.974	91.0566
2X	CASTER-site	AC|BD	94	97.0449	131.353	74.0718
2X	CASTER-site	AC|BD	95	99.3733	128.058	75.5349
2X	CASTER-site	AC|BD	96	93.3177	116.567	84.9036
2X	CASTER-site	AC|BD	97	91.7857	124.49	83.8111
2X	CASTER-site	AC|BD	98	86.0999	128.032	78.7202
2X	CASTER-site	AC|BD	99	89.3536	125.069	87.5221
2X	CASTER-site	AC|BD	100	101.195	119.231	90.3498
2X	CASTER-site	BC|AD	1	94.5398	86.4922	116.169
2X	CASTER-site	BC|AD	2	86.0272	94.3682	122.201
2X	CASTER-site	BC|AD	3	88.6218	92.0667	119.743
2X	CASTER-site	BC|AD	4	92.483	93.3993	119.071
2X	CASTER-site	BC|AD	5	94.7515	88.8995	112.902
2X	CASTER-site	BC|AD	6	95.075	89.401	121.512
2X	CASTER-site	BC|AD	7	91.1853	92.2518	104.702
2X	CASTER-site	BC|AD	8	95.4011	91.8312	101.731
2X	CASTER-site	BC|AD	9	94.0233	103.544	116.892
2X	CASTER-site	BC|AD	10	97.2146	85.2058	109.277
2X	CASTER-site	BC|AD	11	102.422	91.6682	112.474
2X	CASTER-site	BC|AD	12	90.4023	96.327	105.495
2X	CASTER-site	BC|AD	13	95.7646	85.1088	104.736
2X	CASTER-site	BC|AD	14	94.9323	98.6408	111.436
2X	CASTER-site	BC|AD	15	93.3821	89.7824	107.23
2X	CASTER-site	BC|AD	16	100.232	89.0572	106.669
2X	CASTER-site	BC|AD	17	101.164	82.2571	113.5
2X	CASTER-site	BC|AD	18	91.9529	93.8584	116.156
2X	CASTER-site	BC|AD	19	97.1931	88.3052	117.868
2X	CASTER-site	BC|AD	20	99.0443	94.4776	120.642
2X	CASTER-site	BC|AD	21	90.9679	94.6934	120.12
2X	CASTER-site	BC|AD	22	92.3869	90.4099	124.4
2X	CASTER-site	BC|AD	23	92.4158	88.9246	108.901
2X	CASTER-site	BC|AD	24	91.1758	88.431	119.834
2X	CASTER-site	BC|AD	25	89.4422	90.6668	124.485
2X	CASTER-site	BC|AD	26	89.2121	94.9154	111.827
2X	CASTER-site	BC|AD	27	99.568	93.7446	115.662
2X	CASTER-site	BC|AD	28	96.8722	86.3376	114.397
2X	CASTER-site	BC|AD	29	96.7664	89.946	100.216
2X	CASTER-site	BC|AD	30	93.639	92.1516	110.967
2X	CASTER-site	BC|AD	31	96.4945	96.7791	109.454
2X	CASTER-site	BC|AD	32	91.5933	96.9623	109.522
2X	CASTER-site	BC|AD	33	88.7739	88.7577	113.266
2X	CASTER-site	BC|AD	34	95.6777	88.9078	110.893
2X	CASTER-site	BC|AD	35	93.7729	89.5345	103.028
2X	CASTER-site	BC|AD	36	97.626	86.7721	103.856
2X	CASTER-site	BC|AD	37	96.9124	94.7323	122.142
2X	CASTER-site	BC|AD	38	93.6157	89.8417	115.135
2X	CASTER-site	BC|AD	39	94.3996	96.0663	113.082
2X	CASTER-site	BC|AD	40	93.5567	83.5063	112.703
2X	CASTER-site	BC|AD	41	94.5143	98.9498	116.448
2X	CASTER-site	BC|AD	42	101.598	97.7453	108.809
2X	CASTER-site	BC|AD	43	92.2289	88.503	114.81
2X	CASTER-site	BC|AD	44	89.5052	98.9741	119.367
2X	CASTER-site	BC|AD	45	98.5223	94.5383	118.6
2X	CASTER-site	BC|AD	46	92.3032	94.0069	121.599
2X	CASTER-site	BC|AD	47	96.462	92.5748	116.869
2X	CASTER-site	BC|AD	48	87.6692	89.5508	102.817
2X	CASTER-site	BC|AD	49	101.339	92.561	105.768
2X	CASTER-site	BC|AD	50	89.9717	83.3258	110.951
2X	CASTER-site	BC|AD	51	95.9843	100.981	105.09
2X	CASTER-site	BC|AD	52	101.624	97.3987	104.296
2X	CASTER-site	BC|AD	53	90.4161	99.2949	108.032
2X	CASTER-site	BC|AD	54	92.3903	85.6161	109.189
2X	CASTER-site	BC|AD	55	94.7668	92.3752	115.233
2X	CASTER-site	BC|AD	56	97.3959	97.8614	112.511
2X	CASTER-site	BC|AD	57	97.58	85.8568	114.031
2X	CASTER-site	BC|AD	58	96.2322	96.916	109.259
2X	CASTER-site	BC|AD	59	80.6715	96.2965	114.729
2X	CASTER-site	BC|AD	60	89.8031	86.8492	123.123
2X	CASTER-site	BC|AD	61	98.6098	86.1294	115.065
2X	CASTER-site	BC|AD	62	94.3574	94.7995	110.655
2X	CASTER-site	BC|AD	63	94.876	101.955	115.652
2X	CASTER-site	BC|AD	64	99.1749	92.8181	124.164
2X	CASTER-site	BC|AD	65	93.7042	99.063	117.971
2X	CASTER-site	BC|AD	66	89.1006	97.5939	127.042
2X	CASTER-site	BC|AD	67	94.2107	89.5647	120.871
2X	CASTER-site	BC|AD	68	102.298	86.2254	102.713
2X	CASTER-site	BC|AD	69	91.126	99.7291	121.099
2X	CASTER-site	BC|AD	70	97.4375	98.5108	130.486
2X	CASTER-site	BC|AD	71	98.2862	96.4139	116.926
2X	CASTER-site	BC|AD	72	94.0669	88.6628	112.022
2X	CASTER-site	BC|AD	73	90.0369	85.3621	124.057
2X	CASTER-site	BC|AD	74	98.5286	91.7802	116.715
2X	CASTER-site	BC|AD	75	100.456	92.5891	123.887
2X	CASTER-site	BC|AD	76	92.4508	100.762	110.072
2X	CASTER-site	BC|AD	77	92.0454	90.8946	110.278
2X	CASTER-site	BC|AD	78	97.6087	89.3275	107.297
2X	CASTER-site	BC|AD	79	95.6847	89.4891	116.777
2X	CASTER-site	BC|AD	80	91.0911	84.2346	104.163
2X	CASTER-site	BC|AD	81	87.2291	92.362	113.183
2X	CASTER-site	BC|AD	82	94.084	96.9877	108.536
2X	CASTER-site	BC|AD	83	98.7831	94.059	112.774
2X	CASTER-site	BC|AD	84	95.4731	94.3166	111.12
2X	CASTER-site	BC|AD	85	98.3589	91.6187	112.529
2X	CASTER-site	BC|AD	86	102.184	89.7806	113.336
2X	CASTER-site	BC|AD	87	97.8776	93.2396	118.459
2X	CASTER-site	BC|AD	88	92.5153	93.2297	112.104
2X	CASTER-site	BC|AD	89	99.8778	90.2444	133.082
2X	CASTER-site	BC|AD	90	97.2823	93.3495	103.49
2X	CASTER-site	BC|AD	91	93.2427	93.4222	103.943
2X	CASTER-site	BC|AD	92	94.5609	98.131	108.632
2X	CASTER-site	BC|AD	93	98.8359	89.1579	99.9524
2X	CASTER-site	BC|AD	94	95.6994	102.407	116.033
2X	CASTER-site	BC|AD	95	95.834	95.1505	114.617
2X	CASTER-site	BC|AD	96	89.1641	89.7563	112.459
2X	CASTER-site	BC|AD	97	98.5176	88.6075	115.772
2X	CASTER-site	BC|AD	98	91.8009	98.2096	105.026
2X	CASTER-site	BC|AD	99	98.1355	97.3378	124.938
2X	CASTER-site	BC|AD	100	95.0083	89.277	134.319
2X	parsimony	AB|CD	1	182586	205093	379103
2X	parsimony	AB|CD	2	181320	205261	380841
2X	parsimony	AB|CD	3	182162	206609	379915
2X	parsimony	AB|CD	4	181715	205124	378824
2X	parsimony	AB|CD	5	180797	203823	379661
2X	parsimony	AB|CD	6	181375	204461	378307
2X	parsimony	AB|CD	7	182122	205161	379426
2X	parsimony	AB|CD	8	182722	205190	378055
2X	parsimony	AB|CD	9	180886	206497	378145
2X	parsimony	AB|CD	10	181606	205243	379608
2X	parsimony	AB|CD	11	183457	205253	377920
2X	parsimony	AB|CD	12	181357	204762	380045
2X	parsimony	AB|CD	13	181784	203758	379612
2X	parsimony	AB|CD	14	182075	204771	378754
2X	parsimony	AB|CD	15	182762	204505	378728
2X	parsimony	AB|CD	16	181751	204558	379861
2X	parsimony	AB|CD	17	182236	205216	377756
2X	parsimony	AB|CD	18	182059	205391	377252
2X	parsimony	AB|CD	19	181890	204493	377675
2X	parsimony	AB|CD	20	181624	206565	380766
2X	parsimony	AB|CD	21	181912	204962	379176
2X	parsimony	AB|CD	22	182129	203832	379204
2X	parsimony	AB|CD	23	181088	204955	379987
2X	parsimony	AB|CD	24	182629	204581	378766
2X	parsimony	AB|CD	25	182823	205360	378507
2X	parsimony	AB|CD	26	180830	204327	380688
2X	parsimony	AB|CD	27	182510	205856	378519
2X	parsimony	AB|CD	28	183459	205158	380808
2X	parsimony	AB|CD	29	181579	205265	379592
2X	parsimony	AB|CD	30	182532	205142	379329
2X	parsimony	AB|CD	31	180590	205885	379265
2X	parsimony	AB|CD	32	181521	204509	380047
2X	parsimony	AB|CD	33	182897	204115	378702
2X	parsimony	AB|CD	34	181973	204513	378620
2X	parsimony	AB|CD	35	181414	205432	379101
2X	parsimony	AB|CD	36	181922	203781	379722
2X	parsimony	AB|CD	37	180989	204049	378965
2X	parsimony	AB|CD	38	181566	204601	379407
2X	parsimony	AB|CD	39	182114	205559	378463
2X	parsimony	AB|CD	40	181549	205419	379311
2X	parsimony	AB|CD	41	181758	204075	378880
2X	parsimony	AB|CD	42	181143	203512	378774
2X	parsimony	AB|CD	43	181346	204105	380286
2X	parsimony	AB|CD	44	182432	205376	379622
2X	parsimony	AB|CD	45	182331	205301	378970
2X	parsimony	AB|CD	46	182146	205652	379640
2X	parsimony	AB|CD	47	180761	205314	379877
2X	parsimony	AB|CD	48	182040	206288	378772
2X	parsimony	AB|CD	49	180474	204587	379428
2X	parsimony	AB|CD	50	180335	203761	379951
2X	parsimony	AB|CD	51	180880	204756	380371
2X	parsimony	AB|CD	52	181797	204678	378591
2X	parsimony	AB|CD	53	181332	205158	379613
2X	parsimony	AB|CD	54	182231	205427	378781
2X	parsimony	AB|CD	55	180738	203608	379165
2X	parsimony	AB|CD	56	181150	205081	380117
2X	parsimony	AB|CD	57	181296	206136	380124
2X	parsimony	AB|CD	58	181942	206099	378525
2X	parsimony	AB|CD	59	181539	205601	378708
2X	parsimony	AB|CD	60	182189	205889	379750
2X	parsimony	AB|CD	61	181828	204925	380301
2X	parsimony	AB|CD	62	184367	205396	379457
2X	parsimony	AB|CD	63	182187	204651	378890
2X	parsimony	AB|CD	64	182572	205693	379627
2X	parsimony	AB|CD	65	183297	204155	378491
2X	parsimony	AB|CD	66	182681	204310	379148
2X	parsimony	AB|CD	67	180852	206376	378745
2X	parsimony	AB|CD	68	181519	206520	378694
2X	parsimony	AB|CD	69	181377	205155	379997
2X	parsimony	AB|CD	70	182312	205650	378992
2X	parsimony	AB|CD	71	181656	203939	377219
2X	parsimony	AB|CD	72	182015	204159	379484
2X	parsimony	AB|CD	73	181962	204862	378477
2X	parsimony	AB|CD	74	182034	205193	378853
2X	parsimony	AB|CD	75	183072	204673	380154
2X	parsimony	AB|CD	76	182307	205106	378679
2X	parsimony	AB|CD	77	182546	204565	379595
2X	parsimony	AB|CD	78	181449	205881	378087
2X	parsimony	AB|CD	79	181002	205116	380520
2X	parsimony	AB|CD	80	182764	204694	378894
2X	parsimony	AB|CD	81	180373	205344	378793
2X	parsimony	AB|CD	82	181146	204544	378204
2X	parsimony	AB|CD	83	182850	205176	378909
2X	parsimony	AB|CD	84	181723	204837	380614
2X	parsimony	AB|CD	85	182544	206070	379325
2X	parsimony	AB|CD	86	182134	203322	379593
2X	parsimony	AB|CD	87	181732	204836	378737
2X	parsimony	AB|CD	88	180409	204941	378603
2X	parsimony	AB|CD	89	182249	205320	379924
2X	parsimony	AB|CD	90	182268	205619	379234
2X	parsimony	AB|CD	91	181579	205331	380270
2X	parsimony	AB|CD	92	182931	204694	379888
2X	parsimony	AB|CD	93	181708	205460	379480
2X	parsimony	AB|CD	94	183249	204486	380327
2X	parsimony	AB|CD	95	181543	205317	378583
2X	parsimony	AB|CD	96	182652	205027	378223
2X	parsimony	AB|CD	97	182316	204407	380123
2X	parsimony	AB|CD	98	181227	204495	379379
2X	parsimony	AB|CD	99	181668	204710	380149
2X	parsimony	AB|CD	100	182461	205552	380493
2X	parsimony	AC|BD	1	173179	215242	379620
2X	parsimony	AC|BD	2	173138	215518	379563
2X	parsimony	AC|BD	3	172113	215239	379525
2X	parsimony	AC|BD	4	172571	214039	378239
2X	parsimony	AC|BD	5	172767	214614	379166
2X	parsimony	AC|BD	6	172443	214516	380199
2X	parsimony	AC|BD	7	173976	213256	377403
2X	parsimony	AC|BD	8	173398	214056	378024
2X	parsimony	AC|BD	9	173319	213623	379751
2X	parsimony	AC|BD	10	172843	213695	379396
2X	parsimony	AC|BD	11	173308	213924	380008
2X	parsimony	AC|BD	12	172671	214155	380911
2X	parsimony	AC|BD	13	173312	214723	378185
2X	parsimony	AC|BD	14	173483	214569	378624
2X	parsimony	AC|BD	15	173816	213414	378452
2X	parsimony	AC|BD	16	173157	213502	380124
2X	parsimony	AC|BD	17	173791	214152	379725
2X	parsimony	AC|BD	18	173109	215210	379426
2X	parsimony	AC|BD	19	172595	213948	382173
2X	parsimony	AC|BD	20	171325	214902	378496
2X	parsimony	AC|BD	21	172272	213957	380958
2X	parsimony	AC|BD	22	171189	213891	379073
2X	parsimony	AC|BD	23	171910	214000	379558
2X	parsimony	AC|BD	24	173065	213828	379800
2X	parsimony	AC|BD	25	172286	213356	378428
2X	parsimony	AC|BD	26	172487	213140	380182
2X	parsimony	AC|BD	27	172412	213095	380694
2X	parsimony	AC|BD	28	173919	215248	377907
2X	parsimony	AC|BD	29	172741	215027	379421
2X	parsimony	AC|BD	30	172618	214938	379300
2X	parsimony	AC|BD	31	172590	214864	378953
2X	parsimony	AC|BD	32	171873	213931	378857
2X	parsimony	AC|BD	33	172139	212574	378876
2X	parsimony	AC|BD	34	172957	216325	379739
2X	parsimony	AC|BD	35	171881	213208	379281
2X	parsimony	AC|BD	36	173731	214966	380771
2X	parsimony	AC|BD	37	173315	214115	380075
2X	parsimony	AC|BD	38	173860	213287	379328
2X	parsimony	AC|BD	39	173300	214216	378863
2X	parsimony	AC|BD	40	172633	214117	380338
2X	parsimony	AC|BD	41	173226	214271	380271
2X	parsimony	AC|BD	42	171925	214476	379411
2X	parsimony	AC|BD	43	172880	213336	379431
2X	parsimony	AC|BD	44	172571	212642	379556
2X	parsimony	AC|BD	45	172873	213151	379944
2X	parsimony	AC|BD	46	172586	214587	379141
2X	parsimony	AC|BD	47	171999	214796	378634
2X	parsimony	AC|BD	48	171953	215173	379760
2X	parsimony	AC|BD	49	173528	214056	379257
2X	parsimony	AC|BD	50	173114	213738	379101
2X	parsimony	AC|BD	51	173077	213531	380940
2X	parsimony	AC|BD	52	171710	213932	379283
2X	parsimony	AC|BD	53	172718	214355	378361
2X	parsimony	AC|BD	54	172138	213686	379619
2X	parsimony	AC|BD	55	172845	213441	380263
2X	parsimony	AC|BD	56	172950	213513	378902
2X	parsimony	AC|BD	57	171016	212902	379384
2X	parsimony	AC|BD	58	172708	213233	379431
2X	parsimony	AC|BD	59	172647	214589	378630
2X	parsimony	AC|BD	60	173226	214516	379063
2X	parsimony	AC|BD	61	171494	212958	380411
2X	parsimony	AC|BD	62	172648	214364	379908
2X	parsimony	AC|BD	63	173115	213648	379992
2X	parsimony	AC|BD	64	172875	214530	379289
2X	parsimony	AC|BD	65	173329	215213	379075
2X	parsimony	AC|BD	66	172321	213405	380203
2X	parsimony	AC|BD	67	172772	214199	379029
2X	parsimony	AC|BD	68	172634	214076	377451
2X	parsimony	AC|BD	69	172624	213289	378379
2X	parsimony	AC|BD	70	172678	213386	379714
2X	parsimony	AC|BD	71	172358	213253	378032
2X	parsimony	AC|BD	72	173237	214515	380048
2X	parsimony	AC|BD	73	172159	214159	378862
2X	parsimony	AC|BD	74	173451	214765	379465
2X	parsimony	AC|BD	75	172816	215582	380189
2X	parsimony	AC|BD	76	172605	214864	379661
2X	parsimony	AC|BD	77	173350	213626	378816
2X	parsimony	AC|BD	78	173883	213551	379112
